file_name,camera,image_path,overlay_path,label_path,crop_left,crop_top,suggested_bbox_xywh,component_bbox_xywh,component_angle_degrees,component_trust_score,label_written,review_code,review_note
cam-1_ts1766226261684.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766226261684.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766226261684.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766226261684.txt,1248,430,"2143,492,48,219","2151,521,32,162",80.76,0.9398,1,1,
cam-1_ts1766282202380.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766282202380.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766282202380.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766282202380.txt,636,430,"718,571,180,85","742,582,133,63",11.97,0.1221,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1766413791660.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766413791660.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766413791660.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766413791660.txt,605,430,"684,585,219,70","713,594,162,52",12.86,0.1037,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1766509267602.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766509267602.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766509267602.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766509267602.txt,99,430,"582,484,235,170","612,506,174,126",36.16,0.4132,0,1,
cam-1_ts1766629719620.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766629719620.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766629719620.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766629719620.txt,224,430,"754,487,142,170","772,509,105,126",48.91,0.6466,1,1,
cam-1_ts1766630198373.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766630198373.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766630198373.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766630198373.txt,602,430,"497,588,409,72","550,597,303,53",9.75,0.0971,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1766644280468.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766644280468.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766644280468.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766644280468.txt,731,430,"1142,1104,48,48","1148,1111,35,34",45.96,0.3085,0,2,The red box is not on a crack. It lands on an ordinary area of the glass surface rather than on a distinct defect.
cam-1_ts1766694811621.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766694811621.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766694811621.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766694811621.txt,723,430,"915,1092,161,65","936,1100,119,48",11.19,0.1076,0,1,
cam-1_ts1766739071157.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766739071157.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766739071157.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766739071157.txt,628,430,"633,1082,223,80","662,1093,165,59",1.04,0.033,0,1,
cam-1_ts1766849164669.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766849164669.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766849164669.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766849164669.txt,665,430,"1022,571,934,76","1143,581,692,56",0.57,0.0301,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1766894266237.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766894266237.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766894266237.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766894266237.txt,713,430,"1924,1058,190,90","1948,1070,141,67",24.11,0.1831,0,1,
cam-1_ts1766894632289.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766894632289.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766894632289.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766894632289.txt,705,430,"2256,1034,144,109","2274,1048,107,81",37.05,0.2862,0,1,
cam-1_ts1766894699004.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766894699004.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766894699004.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766894699004.txt,779,430,"1271,484,216,167","1299,506,160,124",38.12,0.4607,0,1,
cam-1_ts1766941663855.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766941663855.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766941663855.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766941663855.txt,692,430,"1314,1039,300,124","1353,1055,222,92",22.17,0.2329,0,1,
cam-1_ts1766956468035.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1766956468035.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1766956468035.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1766956468035.txt,731,430,"1418,1014,413,144","1472,1032,306,107",18.68,0.1979,0,1,
cam-1_ts1767116450056.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767116450056.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767116450056.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767116450056.txt,576,430,"1304,1066,292,89","1342,1077,216,66",2.0,0.0355,0,1,
cam-1_ts1767128948999.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767128948999.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767128948999.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767128948999.txt,717,430,"2219,492,130,105","2236,506,96,78",40.05,0.2445,0,1,
cam-1_ts1767214287942.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767214287942.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767214287942.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767214287942.txt,782,430,"505,549,918,109","624,563,680,81",4.88,0.0425,0,1,
cam-1_ts1767319475053.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767319475053.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767319475053.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767319475053.txt,688,430,"532,1100,49,48","539,1111,36,27",36.07,0.2413,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1767640030519.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767640030519.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767640030519.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767640030519.txt,613,430,"1316,590,555,48","1388,604,411,20",0.98,0.0312,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1767666672837.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767666672837.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767666672837.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767666672837.txt,812,430,"896,556,196,93","922,568,145,69",4.08,0.0379,0,1,
cam-1_ts1767713751631.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767713751631.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767713751631.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767713751631.txt,108,430,"682,540,50,119","689,556,37,88",81.99,0.6485,1,1,
cam-1_ts1767715631458.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767715631458.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767715631458.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767715631458.txt,855,430,"872,514,271,143","907,532,201,106",12.96,0.1919,0,1,
cam-1_ts1767840956720.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767840956720.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767840956720.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767840956720.txt,831,430,"1670,1048,396,100","1721,1061,293,74",2.4,0.0381,0,1,
cam-1_ts1767926023009.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767926023009.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767926023009.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767926023009.txt,530,430,"808,602,566,48","881,615,419,21",1.06,0.0294,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1767934817629.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767934817629.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767934817629.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767934817629.txt,584,430,"808,602,566,48","881,615,419,21",1.13,0.0295,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1767947351821.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767947351821.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767947351821.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767947351821.txt,516,430,"576,522,251,131","608,539,186,97",20.19,0.2442,0,2,"The red box is not on a crack. It falls on the boundary between the glass surface and the bright light-band region, which appears to be a frequent false-positive pattern."
cam-1_ts1767978537400.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1767978537400.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1767978537400.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1767978537400.txt,597,430,"808,602,566,48","881,615,419,21",1.12,0.0295,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1768085887112.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1768085887112.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1768085887112.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1768085887112.txt,738,430,"622,554,506,88","687,566,375,65",0.22,0.0361,0,0,The red box is not on a crack. It lands on an ordinary area of the glass surface rather than on a distinct defect.
cam-1_ts1768875622285.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1768875622285.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1768875622285.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1768875622285.txt,558,430,"982,594,85,48","993,601,63,33",16.62,0.1246,0,1,
cam-1_ts1768976278723.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1768976278723.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1768976278723.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1768976278723.txt,689,430,"789,488,202,135","815,506,150,100",27.21,0.2672,0,1,
cam-1_ts1768976298720.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1768976298720.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1768976298720.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1768976298720.txt,364,430,"937,1043,53,122","944,1059,39,90",77.5,0.61,1,1,
cam-1_ts1769124581659.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769124581659.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769124581659.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769124581659.txt,1248,430,"2394,1048,54,144","2408,1066,40,107",69.76,0.7112,1,1,
cam-1_ts1769241655282.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769241655282.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769241655282.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769241655282.txt,580,430,"937,602,417,48","991,616,309,20",1.0,0.0296,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1769241657949.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769241657949.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769241657949.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769241657949.txt,563,430,"808,602,566,48","881,616,419,21",1.03,0.0293,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1769689708426.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769689708426.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769689708426.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769689708426.txt,63,430,"598,498,130,169","615,520,96,125",71.03,0.826,1,0,"The red box is not on a crack. It lands on a slightly rough area of the glass surface that appears to be normal production texture, so this is likely a false positive."
cam-1_ts1769867886481.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769867886481.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769867886481.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769867886481.txt,323,430,"884,1044,78,120","894,1060,58,89",70.96,0.5827,1,1,
cam-1_ts1769867900383.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1769867900383.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1769867900383.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1769867900383.txt,690,430,"1078,1074,136,82","1096,1084,101,61",18.75,0.1393,0,2,The red box is not on a crack. It lands on an ordinary area of the glass surface rather than on a distinct defect.
cam-1_ts1770058155467.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1770058155467.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1770058155467.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1770058155467.txt,629,430,"228,510,48,50","248,517,8,37",88.74,0.2385,0,2,"The red box is not on a crack. It falls on the boundary between a bright band and a dark region, which appears to be a frequent false-positive pattern."
cam-1_ts1770111095572.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1770111095572.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1770111095572.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1770111095572.txt,160,430,"702,1011,117,161","717,1032,87,119",64.56,0.7559,1,1,
cam-1_ts1770540551975.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1770540551975.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1770540551975.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1770540551975.txt,627,430,"870,584,375,59","919,592,278,44",2.29,0.0299,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1770547507207.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1770547507207.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1770547507207.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1770547507207.txt,595,430,"786,582,590,63","863,590,437,47",0.6,0.0299,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam-1_ts1770656888555.jpg,cam-1,E:\defect\annotation_batch_glass_defect_v1\images\cam-1_ts1770656888555.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam-1_ts1770656888555.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam-1_ts1770656888555.txt,757,430,"1556,578,48,48","1569,591,23,22",41.97,0.2886,0,0,The red box is not on a crack. It lands on an ordinary area of the glass surface rather than on a distinct defect.
cam1_ts1763346722137.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1763346722137.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1763346722137.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1763346722137.txt,743,524,"1210,664,416,76","1264,674,308,56",8.93,0.1103,0,1,
cam1_ts1763536650636.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1763536650636.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1763536650636.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1763536650636.txt,1248,524,"1900,646,48,120","1908,661,31,89",73.69,0.6365,1,1,
cam1_ts1763561617284.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1763561617284.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1763561617284.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1763561617284.txt,537,524,"1196,1128,48,57","1215,1136,10,42",88.74,0.24,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam1_ts1764224295634.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764224295634.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764224295634.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764224295634.txt,517,524,"443,586,593,109","520,600,439,81",0.37,0.0339,0,0,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam1_ts1764384169120.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764384169120.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764384169120.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764384169120.txt,484,524,"69,1146,53,65","76,1155,39,48",57.73,0.2591,0,2,"The red box is not on a crack. It is on a raised roller feature captured from the production line, which appears to be a frequent false-positive pattern."
cam1_ts1764472246987.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764472246987.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764472246987.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764472246987.txt,464,524,"0,1114,205,96","12,1126,152,71",25.15,0.1451,0,1,
cam1_ts1764533605893.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764533605893.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764533605893.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764533605893.txt,481,524,"1524,614,194,48","1549,622,144,32",9.72,0.066,0,1,
cam1_ts1764751374737.jpg,cam1,E:\defect\annotation_batch_glass_defect_v1\images\cam1_ts1764751374737.jpg,E:\defect\annotation_batch_glass_defect_v1\overlays\cam1_ts1764751374737.jpg,E:\defect\annotation_batch_glass_defect_v1\labels\cam1_ts1764751374737.txt,532,524,"1483,1117,48,69","1493,1126,28,51",67.6,0.2076,0,1,The blue light-band estimate is shifted too far downward.
