file_name,camera,crop_left,crop_top,crop_width,crop_height,source,model_score,model_bbox_xywh,heuristic_bbox_xywh,heuristic_trust
cam-1_ts1763392568192.jpg,cam-1,0,430,1200,900,heuristic,,,"584,506,31,169",0.9026
cam-1_ts1763392568219.jpg,cam-1,0,430,1200,900,heuristic,,,"580,506,14,197",0.8884
cam-1_ts1763536491827.jpg,cam-1,532,430,1200,900,heuristic,,,"249,517,9,39",0.2414
cam-1_ts1763537698797.jpg,cam-1,519,430,1200,900,heuristic,,,"249,516,9,40",0.2391
cam-1_ts1763537698834.jpg,cam-1,510,430,1200,900,heuristic,,,"248,517,10,41",0.2427
cam-1_ts1763537699210.jpg,cam-1,1248,430,1200,900,heuristic,,,"2109,1071,100,137",0.7797
cam-1_ts1763537699253.jpg,cam-1,523,430,1200,900,heuristic,,,"249,517,9,39",0.2403
cam-1_ts1763548836210.jpg,cam-1,0,430,1200,900,heuristic,,,"532,1112,36,43",0.3419
cam-1_ts1763561615992.jpg,cam-1,587,430,1200,900,heuristic,,,"880,510,349,131",0.3142
cam-1_ts1763561616006.jpg,cam-1,619,430,1200,900,heuristic,,,"1374,527,193,93",0.2239
cam-1_ts1763561616369.jpg,cam-1,612,430,1200,900,heuristic,,,"749,596,126,53",0.1396
cam-1_ts1763561617348.jpg,cam-1,641,430,1200,900,heuristic,,,"1883,506,431,86",0.1181
cam-1_ts1763561617786.jpg,cam-1,628,430,1200,900,heuristic,,,"1654,1040,190,87",0.2044
cam-1_ts1763561618053.jpg,cam-1,632,430,1200,900,heuristic,,,"727,581,98,64",0.1224
cam-1_ts1763605252578.jpg,cam-1,90,430,1200,900,heuristic,,,"668,1108,45,47",0.4245
cam-1_ts1763605252766.jpg,cam-1,462,430,1200,900,heuristic,,,"1053,1106,18,41",0.4039
cam-1_ts1763974683046.jpg,cam-1,728,430,1200,900,heuristic,,,"2078,506,226,106",0.2285
cam-1_ts1763975193256.jpg,cam-1,630,430,1200,900,heuristic,,,"1142,506,177,131",0.4986
cam-1_ts1763975193706.jpg,cam-1,736,430,1200,900,heuristic,,,"1320,1032,33,115",0.6811
cam-1_ts1763977936014.jpg,cam-1,704,430,1200,900,heuristic,,,"1294,588,21,43",0.4136
cam-1_ts1764021441990.jpg,cam-1,668,430,1200,900,heuristic,,,"691,1085,115,66",0.2242
cam-1_ts1764047727198.jpg,cam-1,99,430,1200,900,heuristic,,,"653,512,92,135",0.7662
cam-1_ts1764047727597.jpg,cam-1,1248,430,1200,900,heuristic,,,"2064,522,114,98",0.4114
cam-1_ts1764047727662.jpg,cam-1,87,430,1200,900,heuristic,,,"654,1036,66,102",0.5278
cam-1_ts1764047727775.jpg,cam-1,448,430,1200,900,heuristic,,,"916,515,265,135",0.358
cam-1_ts1764047727872.jpg,cam-1,828,430,1200,900,heuristic,,,"852,1068,113,84",0.2173
cam-1_ts1764047727957.jpg,cam-1,1075,430,1200,900,model,0.2663,"1519,528,312,204",,
cam-1_ts1764047728221.jpg,cam-1,870,430,1200,900,heuristic,,,"1801,1087,54,51",0.2653
cam-1_ts1764047728409.jpg,cam-1,858,430,1200,900,heuristic,,,"2222,524,93,77",0.2899
cam-1_ts1764047728508.jpg,cam-1,780,430,1200,900,heuristic,,,"1656,583,81,42",0.1338
cam-1_ts1764047752596.jpg,cam-1,743,430,1200,900,heuristic,,,"1740,506,417,158",0.3242
cam-1_ts1764047752853.jpg,cam-1,744,430,1200,900,heuristic,,,"1656,582,82,41",0.1382
cam-1_ts1764047753095.jpg,cam-1,690,430,1200,900,heuristic,,,"749,1058,164,94",0.3193
cam-1_ts1764053404336.jpg,cam-1,122,430,1200,900,heuristic,,,"701,1085,41,67",0.4699
cam-1_ts1764053404579.jpg,cam-1,298,430,1200,900,heuristic,,,"875,570,47,69",0.46
cam-1_ts1764053404694.jpg,cam-1,480,430,1200,900,heuristic,,,"1037,522,86,115",0.6117
cam-1_ts1764053404837.jpg,cam-1,1248,430,1200,900,model,0.3377,"1971,513,217,214",,
cam-1_ts1764053404940.jpg,cam-1,850,430,1200,900,heuristic,,,"1427,555,47,76",0.481
cam-1_ts1764053405064.jpg,cam-1,1248,430,1200,900,heuristic,,,"2019,521,63,117",0.6845
cam-1_ts1764053405087.jpg,cam-1,1248,430,1200,900,heuristic,,,"2165,523,34,94",0.5656
cam-1_ts1764053405467.jpg,cam-1,1248,430,1200,900,model,0.4707,"2002,993,105,270",,
cam-1_ts1764053405592.jpg,cam-1,1248,430,1200,900,model,0.4187,"2069,989,119,184",,
cam-1_ts1764053405878.jpg,cam-1,171,430,1200,900,heuristic,,,"758,595,26,36",0.4354
cam-1_ts1764053405886.jpg,cam-1,1248,430,1200,900,heuristic,,,"2331,1056,30,74",0.4316
cam-1_ts1764053406628.jpg,cam-1,1248,430,1200,900,model,0.3368,"2175,495,87,242",,
cam-1_ts1764053406914.jpg,cam-1,1248,430,1200,900,model,0.4131,"2257,1061,89,176",,
cam-1_ts1764053430146.jpg,cam-1,454,430,1200,900,heuristic,,,"1036,562,36,66",0.4436
cam-1_ts1764053430161.jpg,cam-1,1248,430,1200,900,model,0.3949,"2029,1009,153,226",,
cam-1_ts1764053430365.jpg,cam-1,781,430,1200,900,heuristic,,,"1241,538,573,84",0.0401
cam-1_ts1764053430888.jpg,cam-1,674,430,1200,900,heuristic,,,"674,1078,348,72",0.038
cam-1_ts1764053430922.jpg,cam-1,665,430,1200,900,heuristic,,,"1656,582,81,41",0.1375
cam-1_ts1764053430927.jpg,cam-1,1248,430,1200,900,heuristic,,,"2134,537,73,80",0.396
cam-1_ts1764053432028.jpg,cam-1,1248,430,1200,900,model,0.6905,"2156,510,79,190",,
cam-1_ts1764053432196.jpg,cam-1,1248,430,1200,900,model,0.3597,"1973,484,99,250",,
cam-1_ts1764053432271.jpg,cam-1,1248,430,1200,900,model,0.6745,"2002,525,117,182",,
cam-1_ts1764053432293.jpg,cam-1,1237,430,1200,900,model,0.6795,"1725,494,223,212",,
cam-1_ts1764053432470.jpg,cam-1,1248,430,1200,900,model,0.2846,"2151,1067,54,172",,
cam-1_ts1764053432580.jpg,cam-1,1248,430,1200,900,model,0.3614,"1904,996,98,213",,
cam-1_ts1764053432697.jpg,cam-1,595,430,1200,900,heuristic,,,"1656,582,81,41",0.1384
cam-1_ts1764053432897.jpg,cam-1,600,430,1200,900,heuristic,,,"1656,582,81,41",0.1381
cam-1_ts1764053433057.jpg,cam-1,296,430,1200,900,heuristic,,,"874,573,43,60",0.4583
cam-1_ts1764053433122.jpg,cam-1,611,430,1200,900,heuristic,,,"1656,582,82,41",0.1369
cam-1_ts1764053433126.jpg,cam-1,609,430,1200,900,heuristic,,,"1656,582,82,41",0.1363
cam-1_ts1764053433293.jpg,cam-1,321,430,1200,900,model,0.4489,"890,1044,62,236",,
cam-1_ts1764053433464.jpg,cam-1,229,430,1200,900,model,0.4066,"789,1038,81,201",,
cam-1_ts1764053433693.jpg,cam-1,92,430,1200,900,model,0.2541,"667,1044,50,191",,
cam-1_ts1764053434145.jpg,cam-1,0,430,1200,900,heuristic,,,"483,506,15,140",0.8667
cam-1_ts1764211439209.jpg,cam-1,827,430,1200,900,heuristic,,,"1003,1070,115,49",0.1251
cam-1_ts1764211741736.jpg,cam-1,824,430,1200,900,heuristic,,,"943,1084,116,51",0.1306
cam-1_ts1764212005666.jpg,cam-1,164,430,1200,900,heuristic,,,"739,546,49,96",0.712
cam-1_ts1764222438273.jpg,cam-1,687,430,1200,900,heuristic,,,"922,506,393,135",0.2315
cam-1_ts1764223910319.jpg,cam-1,662,430,1200,900,heuristic,,,"749,1084,202,70",0.1399
cam-1_ts1764224265235.jpg,cam-1,597,430,1200,900,heuristic,,,"1163,506,68,126",0.6817
cam-1_ts1764224266884.jpg,cam-1,207,430,1200,900,heuristic,,,"694,1032,226,124",0.3798
cam-1_ts1764224266953.jpg,cam-1,678,430,1200,900,heuristic,,,"1145,587,245,50",0.1019
cam-1_ts1764224267074.jpg,cam-1,1248,430,1200,900,heuristic,,,"1958,1032,148,103",0.3348
cam-1_ts1764224267599.jpg,cam-1,698,430,1200,900,heuristic,,,"1043,510,288,120",0.2405
cam-1_ts1764224267792.jpg,cam-1,695,430,1200,900,heuristic,,,"910,546,308,95",0.1744
cam-1_ts1764224267971.jpg,cam-1,253,430,1200,900,heuristic,,,"808,1032,90,126",0.7864
cam-1_ts1764224268103.jpg,cam-1,680,430,1200,900,heuristic,,,"1247,552,66,82",0.5134
cam-1_ts1764224294147.jpg,cam-1,722,430,1200,900,heuristic,,,"1080,1068,132,81",0.1836
cam-1_ts1764224294259.jpg,cam-1,654,430,1200,900,heuristic,,,"1148,506,213,131",0.4327
cam-1_ts1764224294498.jpg,cam-1,536,430,1200,900,heuristic,,,"1093,528,87,108",0.5734
cam-1_ts1764224294996.jpg,cam-1,332,430,1200,900,heuristic,,,"904,1032,56,88",0.3793
cam-1_ts1764224295128.jpg,cam-1,301,430,1200,900,heuristic,,,"834,1041,134,112",0.4512
cam-1_ts1764224296708.jpg,cam-1,1086,430,1200,900,heuristic,,,"1620,506,132,120",0.4974
cam-1_ts1764224297221.jpg,cam-1,704,430,1200,900,heuristic,,,"1294,588,21,43",0.4124
cam-1_ts1764224297567.jpg,cam-1,655,430,1200,900,heuristic,,,"774,506,244,121",0.326
cam-1_ts1764224297732.jpg,cam-1,679,430,1200,900,heuristic,,,"1135,1032,215,122",0.2205
cam-1_ts1764224297770.jpg,cam-1,896,430,1200,900,heuristic,,,"1401,1032,191,113",0.3585
cam-1_ts1764224377120.jpg,cam-1,270,430,1200,900,heuristic,,,"741,506,259,140",0.4107
cam-1_ts1764224377303.jpg,cam-1,632,430,1200,900,heuristic,,,"1147,506,169,131",0.6046
cam-1_ts1764224377625.jpg,cam-1,704,430,1200,900,heuristic,,,"1101,568,268,70",0.1296
cam-1_ts1764224378227.jpg,cam-1,793,430,1200,900,heuristic,,,"1412,506,677,88",0.033
cam-1_ts1764224378664.jpg,cam-1,1248,430,1200,900,heuristic,,,"1895,1032,34,104",0.5767
cam-1_ts1764224378908.jpg,cam-1,0,430,1200,900,heuristic,,,"517,521,87,129",0.903
cam-1_ts1764224379046.jpg,cam-1,627,430,1200,900,heuristic,,,"531,1032,132,123",0.1997
cam-1_ts1764224379071.jpg,cam-1,1248,430,1200,900,heuristic,,,"2066,506,67,113",0.5875
cam-1_ts1764224425871.jpg,cam-1,644,430,1200,900,heuristic,,,"1379,530,207,93",0.1772
cam-1_ts1764224426151.jpg,cam-1,628,430,1200,900,heuristic,,,"656,507,548,131",0.2156
cam-1_ts1764224426564.jpg,cam-1,609,430,1200,900,heuristic,,,"603,506,272,142",0.33
cam-1_ts1764224426821.jpg,cam-1,538,430,1200,900,heuristic,,,"1071,506,135,135",0.6928
cam-1_ts1764224427413.jpg,cam-1,1224,430,1200,900,heuristic,,,"1784,1049,81,90",0.4599
cam-1_ts1764224427640.jpg,cam-1,157,430,1200,900,heuristic,,,"639,506,236,144",0.4354
cam-1_ts1764224427787.jpg,cam-1,591,430,1200,900,heuristic,,,"609,506,263,146",0.2488
cam-1_ts1764224427829.jpg,cam-1,113,430,1200,900,heuristic,,,"648,1032,130,126",0.6492
cam-1_ts1764224430244.jpg,cam-1,990,430,1200,900,heuristic,,,"1483,506,214,122",0.378
cam-1_ts1764224430506.jpg,cam-1,1248,430,1200,900,heuristic,,,"2063,506,28,115",0.678
cam-1_ts1764224430512.jpg,cam-1,667,430,1200,900,heuristic,,,"655,563,214,80",0.1526
cam-1_ts1764224430702.jpg,cam-1,1248,430,1200,900,heuristic,,,"2006,506,32,115",0.6763
cam-1_ts1764224431144.jpg,cam-1,1208,430,1200,900,model,0.2996,"1785,477,46,97",,
cam-1_ts1764224431336.jpg,cam-1,1241,430,1200,900,model,0.4883,"1802,890,78,237",,
cam-1_ts1764224465140.jpg,cam-1,266,430,1200,900,heuristic,,,"859,1032,13,121",0.7256
cam-1_ts1764224465625.jpg,cam-1,637,430,1200,900,heuristic,,,"675,596,426,52",0.03
cam-1_ts1764224465648.jpg,cam-1,489,430,1200,900,heuristic,,,"1070,556,38,82",0.5757
cam-1_ts1764224465891.jpg,cam-1,669,430,1200,900,heuristic,,,"1288,588,51,45",0.3248
cam-1_ts1764224467461.jpg,cam-1,603,430,1200,900,heuristic,,,"544,506,330,144",0.2405
cam-1_ts1764224467562.jpg,cam-1,20,430,1200,900,heuristic,,,"573,1032,95,126",0.5836
cam-1_ts1764224468297.jpg,cam-1,132,430,1200,900,heuristic,,,"685,1064,95,83",0.3736
cam-1_ts1764224468352.jpg,cam-1,1248,430,1200,900,heuristic,,,"1947,1032,110,104",0.4123
cam-1_ts1764224468782.jpg,cam-1,680,430,1200,900,heuristic,,,"2116,1048,119,83",0.2747
cam-1_ts1764224470111.jpg,cam-1,742,430,1200,900,heuristic,,,"1723,506,280,115",0.2509
cam-1_ts1764224470288.jpg,cam-1,680,430,1200,900,heuristic,,,"769,506,361,131",0.2766
cam-1_ts1764224470455.jpg,cam-1,725,430,1200,900,heuristic,,,"1222,506,323,122",0.2545
cam-1_ts1764224470577.jpg,cam-1,639,430,1200,900,heuristic,,,"728,575,330,70",0.0378
cam-1_ts1764224470674.jpg,cam-1,765,430,1200,900,heuristic,,,"1515,514,315,113",0.256
cam-1_ts1764224470802.jpg,cam-1,702,430,1200,900,heuristic,,,"981,511,352,127",0.2903
cam-1_ts1764224470996.jpg,cam-1,757,430,1200,900,heuristic,,,"1651,1032,222,91",0.1652
cam-1_ts1764229041039.jpg,cam-1,822,430,1200,900,heuristic,,,"976,558,90,78",0.1534
cam-1_ts1764229714682.jpg,cam-1,493,430,1200,900,heuristic,,,"1083,565,20,67",0.5092
cam-1_ts1764383931788.jpg,cam-1,990,430,1200,900,heuristic,,,"1504,506,171,120",0.4143
cam-1_ts1764383931829.jpg,cam-1,770,430,1200,900,heuristic,,,"1726,506,611,104",0.1627
cam-1_ts1764383932067.jpg,cam-1,811,430,1200,900,heuristic,,,"2094,506,206,110",0.2805
cam-1_ts1764383932338.jpg,cam-1,1248,430,1200,900,heuristic,,,"1960,506,171,113",0.4069
cam-1_ts1764383932409.jpg,cam-1,1248,430,1200,900,heuristic,,,"1885,506,89,115",0.6198
cam-1_ts1764383932677.jpg,cam-1,1103,430,1200,900,heuristic,,,"1653,510,100,114",0.5547
cam-1_ts1764383932715.jpg,cam-1,354,430,1200,900,heuristic,,,"883,506,141,135",0.6642
cam-1_ts1764383933095.jpg,cam-1,1173,430,1200,900,model,0.8987,"1651,883,244,261",,
cam-1_ts1764383933396.jpg,cam-1,1248,430,1200,900,model,0.4564,"1782,889,170,185",,
cam-1_ts1764383946956.jpg,cam-1,702,430,1200,900,heuristic,,,"747,592,57,52",0.3189
cam-1_ts1764384091025.jpg,cam-1,620,430,1200,900,heuristic,,,"577,596,300,54",0.099
cam-1_ts1764384231210.jpg,cam-1,731,430,1200,900,heuristic,,,"2212,1035,202,74",0.096
cam-1_ts1764384231352.jpg,cam-1,284,430,1200,900,heuristic,,,"773,506,221,123",0.3582
cam-1_ts1764384231399.jpg,cam-1,350,430,1200,900,heuristic,,,"827,506,247,126",0.3327
cam-1_ts1764384231776.jpg,cam-1,692,430,1200,900,heuristic,,,"1436,565,210,67",0.1502
cam-1_ts1764384232217.jpg,cam-1,1248,430,1200,900,heuristic,,,"1811,1032,102,105",0.4309
cam-1_ts1764384232543.jpg,cam-1,532,430,1200,900,heuristic,,,"575,506,299,143",0.2943
cam-1_ts1764384232765.jpg,cam-1,576,430,1200,900,heuristic,,,"772,532,527,109",0.1964
cam-1_ts1764384251881.jpg,cam-1,706,430,1200,900,heuristic,,,"1297,589,17,39",0.417
cam-1_ts1764386784714.jpg,cam-1,676,430,1200,900,heuristic,,,"932,519,207,122",0.2915
cam-1_ts1764412027836.jpg,cam-1,684,430,1200,900,heuristic,,,"941,506,358,128",0.2784
cam-1_ts1764413837674.jpg,cam-1,596,430,1200,900,heuristic,,,"1077,506,239,128",0.3765
cam-1_ts1764413838010.jpg,cam-1,681,430,1200,900,heuristic,,,"609,1083,682,72",0.0401
cam-1_ts1764472217952.jpg,cam-1,611,430,1200,900,heuristic,,,"1122,506,178,131",0.5154
cam-1_ts1764472217978.jpg,cam-1,637,430,1200,900,heuristic,,,"772,506,293,128",0.3036
cam-1_ts1764472239508.jpg,cam-1,1248,430,1200,900,heuristic,,,"2174,508,175,108",0.3432
cam-1_ts1764472239524.jpg,cam-1,82,430,1200,900,heuristic,,,"659,1112,46,51",0.4034
cam-1_ts1764472240361.jpg,cam-1,0,430,1200,900,heuristic,,,"484,1116,13,42",0.4365
cam-1_ts1764472241283.jpg,cam-1,568,430,1200,900,heuristic,,,"595,593,284,55",0.103
cam-1_ts1764472248902.jpg,cam-1,288,430,1200,900,heuristic,,,"865,516,45,126",0.7927
cam-1_ts1764508646095.jpg,cam-1,437,430,1200,900,heuristic,,,"1028,600,18,25",0.4095
cam-1_ts1764533603405.jpg,cam-1,783,430,1200,900,heuristic,,,"1373,586,20,33",0.4007
cam-1_ts1764533603710.jpg,cam-1,626,430,1200,900,heuristic,,,"766,1109,57,47",0.2813
cam-1_ts1764533605153.jpg,cam-1,621,430,1200,900,heuristic,,,"742,1122,50,39",0.2349
cam-1_ts1764578416776.jpg,cam-1,408,430,1200,900,heuristic,,,"996,584,23,50",0.4131
cam-1_ts1764620108101.jpg,cam-1,445,430,1200,900,heuristic,,,"1030,564,30,71",0.5424
cam-1_ts1764660584852.jpg,cam-1,659,430,1200,900,heuristic,,,"1197,569,93,67",0.3095
cam-1_ts1764660585210.jpg,cam-1,668,430,1200,900,heuristic,,,"676,1056,632,99",0.0873
cam-1_ts1764697131292.jpg,cam-1,1248,430,1200,900,model,0.8685,"1996,489,50,156",,
cam-1_ts1764697131980.jpg,cam-1,1248,430,1200,900,heuristic,,,"1895,1052,47,84",0.4731
cam-1_ts1764707621909.jpg,cam-1,540,430,1200,900,heuristic,,,"1114,1095,53,63",0.4109
cam-1_ts1764751293929.jpg,cam-1,1248,430,1200,900,heuristic,,,"1852,506,166,115",0.4047
cam-1_ts1764751294102.jpg,cam-1,690,430,1200,900,heuristic,,,"1163,513,477,123",0.21
cam-1_ts1764751294412.jpg,cam-1,663,430,1200,900,heuristic,,,"1007,1101,58,50",0.2644
cam-1_ts1764751726755.jpg,cam-1,694,430,1200,900,heuristic,,,"1122,506,130,57",0.0644
cam-1_ts1764751727206.jpg,cam-1,624,430,1200,900,heuristic,,,"1205,569,37,64",0.4547
cam-1_ts1764751727631.jpg,cam-1,1248,430,1200,900,heuristic,,,"1881,1050,42,86",0.5411
cam-1_ts1764752175125.jpg,cam-1,624,430,1200,900,heuristic,,,"771,545,201,97",0.1784
cam-1_ts1764752176145.jpg,cam-1,816,430,1200,900,heuristic,,,"1382,1074,67,71",0.3805
cam-1_ts1764752189190.jpg,cam-1,689,430,1200,900,heuristic,,,"1007,506,42,61",0.2268
cam-1_ts1764752189439.jpg,cam-1,326,430,1200,900,model,0.3377,"870,489,113,155",,
cam-1_ts1764752479747.jpg,cam-1,782,430,1200,900,heuristic,,,"1373,586,17,32",0.4021
cam-1_ts1764752480062.jpg,cam-1,222,430,1200,900,heuristic,,,"771,527,103,111",0.5248
cam-1_ts1764752481104.jpg,cam-1,1248,430,1200,900,heuristic,,,"2090,506,46,113",0.631
cam-1_ts1764752481452.jpg,cam-1,1248,430,1200,900,model,0.4197,"2044,902,53,163",,
cam-1_ts1764752502200.jpg,cam-1,1248,430,1200,900,heuristic,,,"1914,1039,142,97",0.3309
cam-1_ts1764752503252.jpg,cam-1,221,430,1200,900,heuristic,,,"769,524,104,119",0.6202
cam-1_ts1764752503436.jpg,cam-1,1248,430,1200,900,heuristic,,,"2090,506,109,112",0.4871
cam-1_ts1764752503670.jpg,cam-1,1248,430,1200,900,model,0.5288,"2024,901,187,186",,
cam-1_ts1764752504011.jpg,cam-1,912,430,1200,900,heuristic,,,"1457,506,109,122",0.5575
cam-1_ts1764752539445.jpg,cam-1,327,430,1200,900,heuristic,,,"903,1055,48,97",0.6925
cam-1_ts1764752554227.jpg,cam-1,1080,430,1200,900,model,0.9625,"1619,490,121,152",,
cam-1_ts1764752554584.jpg,cam-1,1018,430,1200,900,model,0.3058,"1583,903,70,222",,
cam-1_ts1764752653417.jpg,cam-1,766,430,1200,900,heuristic,,,"1930,506,396,91",0.1292
cam-1_ts1764752653610.jpg,cam-1,214,430,1200,900,heuristic,,,"769,536,89,106",0.4381
cam-1_ts1764753097998.jpg,cam-1,1248,430,1200,900,heuristic,,,"2167,506,39,111",0.6322
cam-1_ts1764753098366.jpg,cam-1,1248,430,1200,900,heuristic,,,"1930,506,107,115",0.5453
cam-1_ts1764753098452.jpg,cam-1,462,430,1200,900,heuristic,,,"1049,506,27,136",0.8296
cam-1_ts1764753098948.jpg,cam-1,409,430,1200,900,model,0.2596,"981,899,56,129",,
cam-1_ts1764753169077.jpg,cam-1,427,430,1200,900,heuristic,,,"1022,523,10,114",0.747
cam-1_ts1764753169258.jpg,cam-1,448,430,1200,900,heuristic,,,"1030,1083,36,67",0.5048
cam-1_ts1764763071557.jpg,cam-1,1248,430,1200,900,heuristic,,,"2173,506,16,112",0.6574
cam-1_ts1764763072225.jpg,cam-1,1248,430,1200,900,heuristic,,,"2178,506,14,112",0.6589
cam-1_ts1764763072406.jpg,cam-1,1248,430,1200,900,heuristic,,,"2178,513,14,104",0.6291
cam-1_ts1764776874405.jpg,cam-1,675,430,1200,900,heuristic,,,"1148,506,12,71",0.3278
cam-1_ts1764776874716.jpg,cam-1,593,430,1200,900,heuristic,,,"1163,563,60,73",0.5084
cam-1_ts1764776874760.jpg,cam-1,564,430,1200,900,heuristic,,,"1159,1063,11,85",0.5707
cam-1_ts1764776874888.jpg,cam-1,566,430,1200,900,heuristic,,,"1156,1032,20,117",0.6936
cam-1_ts1764776875097.jpg,cam-1,675,430,1200,900,heuristic,,,"1293,506,294,127",0.2561
cam-1_ts1764776875695.jpg,cam-1,696,430,1200,900,heuristic,,,"1902,1032,162,104",0.3088
cam-1_ts1764776876494.jpg,cam-1,796,430,1200,900,heuristic,,,"1370,520,52,110",0.6579
cam-1_ts1764776876835.jpg,cam-1,1248,430,1200,900,heuristic,,,"2005,1032,93,103",0.445
cam-1_ts1764776876937.jpg,cam-1,1248,430,1200,900,heuristic,,,"1827,1032,108,107",0.4469
cam-1_ts1764776877214.jpg,cam-1,1248,430,1200,900,heuristic,,,"2382,1032,56,96",0.4581
cam-1_ts1764776888011.jpg,cam-1,726,430,1200,900,heuristic,,,"1798,506,218,115",0.3045
cam-1_ts1764776888130.jpg,cam-1,1156,430,1200,900,heuristic,,,"1733,506,46,119",0.6858
cam-1_ts1764776888682.jpg,cam-1,715,430,1200,900,heuristic,,,"1501,506,294,122",0.205
cam-1_ts1764776888823.jpg,cam-1,790,430,1200,900,heuristic,,,"1395,506,519,121",0.1808
cam-1_ts1764776888888.jpg,cam-1,596,430,1200,900,heuristic,,,"1162,1032,67,116",0.6049
cam-1_ts1764776889586.jpg,cam-1,656,430,1200,900,model,0.6008,"1203,905,105,213",,
cam-1_ts1764776916885.jpg,cam-1,394,430,1200,900,heuristic,,,"986,1108,15,44",0.4264
cam-1_ts1764776950945.jpg,cam-1,710,430,1200,900,heuristic,,,"1296,588,28,43",0.3896
cam-1_ts1764784457401.jpg,cam-1,420,430,1200,900,heuristic,,,"1010,1107,21,44",0.426
cam-1_ts1764974395957.jpg,cam-1,777,430,1200,900,heuristic,,,"2073,523,230,80",0.1465
cam-1_ts1764974396225.jpg,cam-1,806,430,1200,900,heuristic,,,"1918,1082,61,52",0.2389
cam-1_ts1764974396594.jpg,cam-1,202,430,1200,900,heuristic,,,"783,1046,39,111",0.7187
cam-1_ts1764974396770.jpg,cam-1,720,430,1200,900,heuristic,,,"2274,1073,42,57",0.3115
cam-1_ts1764986738937.jpg,cam-1,783,430,1200,900,heuristic,,,"1376,587,14,30",0.411
cam-1_ts1764986739253.jpg,cam-1,642,430,1200,900,heuristic,,,"2313,506,45,69",0.2848
cam-1_ts1764986752757.jpg,cam-1,582,430,1200,900,heuristic,,,"1663,506,160,87",0.1973
cam-1_ts1764986762408.jpg,cam-1,784,430,1200,900,heuristic,,,"1374,587,20,42",0.409
cam-1_ts1764986775090.jpg,cam-1,628,430,1200,900,heuristic,,,"685,506,481,134",0.2187
cam-1_ts1764986799553.jpg,cam-1,783,430,1200,900,heuristic,,,"1373,587,20,31",0.4075
cam-1_ts1764986850278.jpg,cam-1,620,430,1200,900,heuristic,,,"2332,506,41,69",0.2874
cam-1_ts1764986887044.jpg,cam-1,322,430,1200,900,heuristic,,,"889,535,67,107",0.7164
cam-1_ts1764986887165.jpg,cam-1,667,430,1200,900,heuristic,,,"1024,506,217,59",0.066
cam-1_ts1764986888959.jpg,cam-1,641,430,1200,900,heuristic,,,"528,1110,47,46",0.3225
cam-1_ts1764986888975.jpg,cam-1,778,430,1200,900,heuristic,,,"1367,587,23,32",0.3762
cam-1_ts1764986893054.jpg,cam-1,706,430,1200,900,heuristic,,,"1297,588,17,40",0.4141
cam-1_ts1764986896514.jpg,cam-1,682,430,1200,900,heuristic,,,"1647,569,94,57",0.1912
cam-1_ts1764986896715.jpg,cam-1,665,430,1200,900,heuristic,,,"1684,1088,62,51",0.2213
cam-1_ts1764986903927.jpg,cam-1,680,430,1200,900,heuristic,,,"1920,561,48,54",0.2708
cam-1_ts1764986904263.jpg,cam-1,1248,430,1200,900,heuristic,,,"2154,506,67,111",0.5788
cam-1_ts1764986904483.jpg,cam-1,615,430,1200,900,heuristic,,,"881,570,134,68",0.2063
